Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/Done,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-0.6049110362914984,0.0,1000.0,0.0,1,20000,0.005657790694385767,0.00610882569175617,0.004511283150470703,-0.008947703056037426,104.6555962562561,20.89116406440735,125.54677700996399,-1.678466787780053e-08,5.245208711812666e-10,2.3326539993286133,0.3041476905345917,0.0036755993496626616,0.035381343215703964,0.13038697838783264,1.0
-0.4346973282173444,0.0,1000.0,0.0,2,40000,0.008554286323487759,0.0009395578646643834,0.0005479707167028586,-0.026727870106697083,100.9261679649353,21.648569107055664,122.57474684715271,-1.678466787780053e-08,-2.241134611224993e-09,0.7457922697067261,0.17002303898334503,0.035957880318164825,0.20747430622577667,0.22797639667987823,1.0
-0.2715086001839677,0.0,1000.0,0.0,3,60000,0.00783677026629448,0.0008331947351559689,0.00031397972989287583,-0.020021717995405197,100.85730981826782,22.56713032722473,123.42445373535156,-1.525878801089675e-08,4.768371253405235e-10,1.0154106616973877,0.2167937010526657,0.01939752697944641,0.13350415229797363,0.21350345015525818,1.0
-0.14886473141073547,0.0,1000.0,0.0,4,80000,0.008161569945514202,0.0009503371889367818,0.0001786152154387414,-0.01705373264849186,102.05770993232727,15.362774133682251,117.42049741744995,3.051757735406113e-09,3.427267150635238e-11,1.1936904191970825,0.2098333239555359,0.014036092907190323,0.1520460993051529,0.1757853776216507,1.0
0.17454010014462024,0.0,1000.0,0.0,5,100000,0.007447713986039162,0.001077761906414192,0.00012110183221695108,-0.014124684035778046,105.28801393508911,21.177149534225464,126.46518015861511,1.3160705414350105e-08,-5.00678998260895e-10,1.4669400453567505,0.24349190294742584,0.009294046089053154,0.09103066474199295,0.16598626971244812,1.0
1.1056682633187962,0.0,1000.0,0.0,6,120000,0.006366303656250238,0.0021424270382560313,6.891773146733636e-05,-0.011137532070279121,106.54482531547546,19.328237056732178,125.87307333946228,3.414153937342235e-08,5.066394526132001e-11,1.75371253490448,0.26547864079475403,0.006502981297671795,0.07843032479286194,0.15138094127178192,1.0
2.4172014848058803,0.0,1000.0,0.0,7,140000,0.0074137416668236256,0.005192308318741904,1.1800666458497475e-05,-0.016067778691649437,103.92833709716797,21.989524602890015,125.91787266731262,-5.340575981449547e-09,-2.0414590851114411e-10,1.2503573894500732,0.2440854012966156,0.012792672961950302,0.10329443216323853,0.1952124983072281,1.0
3.3601463708978203,0.0,1000.0,0.0,8,160000,0.005972879007458687,0.009397764548445773,4.5254898119182937e-07,-0.010776841081678867,102.23638319969177,21.857336044311523,124.09373044967651,1.2111663671987571e-08,1.2186356090904127e-10,1.826349139213562,0.2898227274417877,0.005996000953018665,0.05492297559976578,0.15868966281414032,1.0
3.9761737276625753,0.0,1000.0,0.0,9,180000,0.00666577834635973,0.01189601580867437,3.1832716453170185e-07,-0.012672347947955132,105.5240638256073,20.3164324760437,125.84050869941711,-8.392333938900265e-09,-1.497101054237504e-10,1.5566450357437134,0.2668430507183075,0.008253729902207851,0.07772863656282425,0.17142190039157867,1.0
4.400601404567024,0.0,1000.0,0.0,10,200000,0.006220094859600067,0.012815800601628366,2.2182255177549045e-07,-0.012541383504867554,102.90086078643799,22.50712561607361,125.4079978466034,-2.479553229406406e-09,2.285465566798095e-10,1.5879919528961182,0.28343743085861206,0.007931089028716087,0.07699050009250641,0.17848795652389526,1.0
4.78977077656134,0.0,1000.0,0.0,11,220000,0.004825328476727009,0.014434986544927215,1.5500733422090077e-07,-0.010409669950604439,102.77152872085571,19.894313097000122,122.66585183143616,7.629394005448376e-09,9.313225510882914e-14,2.001979112625122,0.32902321219444275,0.004990108776837587,0.051295433193445206,0.16434895992279053,1.0
4.9637111012962665,0.0,1000.0,0.0,12,240000,0.007379143964499235,0.020364511030826978,1.0921944554257073e-07,-0.015524066053330898,105.09130024909973,22.781500816345215,127.87283325195312,-4.577636492086867e-09,-1.3208481530746496e-10,1.2806410789489746,0.2331731617450714,0.012194802053272724,0.12133175134658813,0.1820753514766693,1.0
4.845963055456507,0.0,1000.0,0.0,13,260000,0.006650540046393871,0.023942801229964207,7.738935161891187e-08,-0.016820501536130905,102.09589791297913,18.738555192947388,120.83446455001831,1.2207030941624453e-08,1.2821983752520083e-10,1.2519869804382324,0.28049948811531067,0.012759393081068993,0.0922364890575409,0.22404345870018005,1.0
4.717223362862432,0.0,1000.0,0.0,14,280000,0.006458233576267958,0.025338011277115838,5.538813209582736e-08,-0.014534229412674904,103.80314040184021,22.132524728775024,125.93568325042725,7.629394005448376e-09,-2.2910534580589115e-11,1.3721109628677368,0.2816355526447296,0.010623096488416195,0.09024324268102646,0.2052571326494217,1.0
5.146352619958426,0.0,993.4699999999997,0.05,15,300000,0.005384277086704969,0.032820057458463746,5.0855742788083735e-08,-0.012447245419025421,108.13720774650574,18.060415267944336,126.19763612747192,-6.103515470812226e-09,-3.948807600351323e-11,1.709036946296692,0.31539642810821533,0.006847412325441837,0.053299639374017715,0.18454629182815552,1.0
