Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/Done,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.1410399521668826,0.0,1000.0,0.0,1,20000,100,0.02231696993112564,0.00029969999999999997,0.0038900920654964684,0.0016144720070415917,-0.013925724416478767,21.465173959732056,123.07309865951538,144.53827452659607,1.0299682884351569e-08,8.106231796922714e-10
-0.11597885194449828,0.0,1000.0,0.0,2,40000,67,0.020325656980276108,0.00029939999999999996,0.0005465173556533975,0.0003330252441720791,-0.02240124010246189,21.961199045181274,83.04611802101135,105.00731873512268,3.051757735406113e-09,9.655952704079596e-10
-0.08511033487520131,0.0,1000.0,0.0,3,60000,15,0.020477134734392166,0.00029909999999999995,0.0004917201900165885,0.0002581466211395832,-0.015849292841001044,22.078316926956177,18.59471035003662,40.67302894592285,-2.002716037452501e-08,6.809830477294554e-10
-0.02315922170081481,0.0,1000.0,0.0,4,80000,61,0.020247438922524452,0.00029879999999999994,0.00025608405131052897,0.00016428926657550304,-0.020051541537282423,21.66439437866211,78.85720610618591,100.52160167694092,1.1062621929625038e-08,-5.275010983574191e-10
0.04308309968624212,0.0,1000.0,0.0,5,100000,30,0.023051612079143524,0.00029849999999999994,0.0002001397800548136,0.00010297634605278883,-0.021432592245775917,21.706117630004883,37.88218307495117,59.58830213546753,6.484985437538171e-09,1.1026859286777935e-10
0.09786666567608387,0.0,1000.0,0.0,6,120000,30,0.02255532518029213,0.00029819999999999993,0.00017921162134865092,5.721907483494587e-05,-0.02041998278901092,21.72864603996277,38.28737711906433,60.01602578163147,3.433227480087453e-09,-3.2391397897235663e-10
0.1538651095740984,0.0,1000.0,0.0,7,140000,25,0.02167835272848606,0.0002978999999999999,0.0001644316963304151,7.693674711211783e-06,-0.021712717322614816,22.144062995910645,37.71386957168579,59.85793423652649,3.6239624634504253e-09,2.1681190176536802e-10
0.20165577169846846,0.0,1000.0,0.0,8,160000,21,0.020640116184949875,0.0002975999999999999,0.00012067798568265889,9.7614308700056e-07,-0.020384316148318433,21.93398904800415,26.208075761795044,48.14206624031067,-3.7193297330873065e-09,-1.0067596756258013e-09
0.30359910246991617,0.0,1000.0,0.0,9,180000,22,0.020355017855763435,0.0002972999999999999,0.00038111370572634307,6.757719682513705e-07,-0.017175765234414102,21.762552976608276,27.83673119544983,49.59928607940674,1.9454956756703723e-08,1.721084108563531e-10
0.38163801362765193,0.0,1000.0,0.0,10,200000,22,0.021245641633868217,0.0002969999999999999,0.00023181605370375583,4.7031870416518466e-07,-0.022493737550939787,22.128005266189575,27.93278956413269,50.06079649925232,-2.9087066089061864e-09,-3.196299058760843e-10
0.4087401309945561,0.0,1000.0,0.0,11,220000,14,0.020848514512181282,0.0002966999999999999,0.00018291274818340797,3.297575878171034e-07,-0.019892758661341253,21.839754343032837,17.948092222213745,39.78784942626953,-1.478195232884616e-09,-3.673136239612518e-10
0.4252669923742157,0.0,1000.0,0.0,12,240000,17,0.02025427296757698,0.0002963999999999999,0.000321530401570885,2.2769136027817407e-07,-0.02087197717950602,21.975318908691406,21.449568033218384,43.42488884925842,-6.341934088993639e-09,-6.742775782164756e-11
0.46632830732309805,0.0,1000.0,0.0,13,260000,12,0.021401898935437202,0.0002960999999999999,0.00030836849281793343,1.6205670323698332e-07,-0.01817709520814744,21.697173833847046,14.77118468284607,36.468361377716064,-9.536742923144104e-11,-3.855675501096556e-11
0.6254098715562315,0.0,1000.0,0.0,14,280000,14,0.020271919667720795,0.00029579999999999987,0.0005414402106387259,1.135285677534619e-07,-0.017390219895645213,22.0231032371521,18.062819719314575,40.08592438697815,-4.817247400978886e-08,8.270144291611103e-11
