Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/Done,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.5027219705408592,0.0,1000.0,0.0,1,20000,82,0.020095007494091988,0.00029939999999999996,0.004552307573649972,0.0025107096121294126,-0.01574874057716153,103.98377537727356,452.2757947444916,556.2595887184143,8.01086397217432e-09,2.861022807554292e-10
-0.4895299479229992,0.0,1000.0,0.0,2,40000,4,0.023687178269028664,0.00029879999999999994,0.0009798757589091888,0.0007418708663029126,-0.011343504170539042,101.76833581924438,17.51577615737915,119.2841260433197,1.0681151962899094e-08,3.0994415367580075e-10
-0.3149315684202638,0.0,1000.0,0.0,3,60000,45,0.0217195525765419,0.00029819999999999993,0.000877546752877993,0.0003009158255081352,-0.016340282268790456,102.75743412971497,246.0073037147522,348.7647502422333,-1.4495848965623281e-08,-1.1205673056124965e-09
0.005023763804951347,0.0,1000.0,0.0,4,80000,37,0.020299900323152542,0.0002975999999999999,0.0005144101909207819,8.542343018553613e-05,-0.014978044128312266,102.48779320716858,210.30865287780762,312.7964611053467,1.4972686201986107e-08,-9.477137963287419e-10
0.25590596244458935,0.0,1000.0,0.0,5,100000,25,0.022099865600466728,0.0002969999999999999,0.0006392627391784182,3.5293391883374097e-06,-0.01603502143394595,102.87955355644226,130.31806921958923,233.19764137268066,6.103515470812226e-09,-9.629875369343566e-11
0.42413304360979964,0.0,1000.0,0.0,6,120000,25,0.022908803075551987,0.0002963999999999999,0.0005398636972739959,2.426604420955332e-06,-0.017938256482013498,102.64544415473938,140.8759536743164,243.52141451835632,3.05175760217935e-08,-9.220093438733201e-11
0.5639037337861577,0.0,1000.0,0.0,7,140000,21,0.02026890218257904,0.00029579999999999987,0.0008555727776700851,1.6871908809131353e-06,-0.018184050458836063,102.70647835731506,117.02402901649475,219.7305247783661,-1.2969969986897922e-08,1.8952413249895272e-10
0.7209938219556944,0.0,1000.0,0.0,8,160000,9,0.02232571691274643,0.0002951999999999999,0.001276156648160856,1.196095301125567e-06,-0.0136133598232821,103.08542156219482,52.432293176651,155.51773381233215,8.392333938900265e-09,-5.160458171893367e-10
1.037521461789249,0.0,1000.0,0.0,9,180000,18,0.025116287171840668,0.0002945999999999999,0.0016972397138331717,8.110399970200549e-07,-0.019587937774210057,103.33150124549866,97.74531841278076,201.07683801651,9.53674295089968e-09,3.2549724027219895e-10
1.5561703724975826,0.0,1000.0,0.0,10,200000,15,0.022478191182017326,0.0002939999999999999,0.0016821785012326531,5.622825991643031e-07,-0.016229328095885162,100.75362777709961,84.62722110748291,185.38086795806885,3.1661986810149756e-08,-3.356486477645859e-10
2.050653255487231,0.0,1000.0,0.0,11,220000,18,0.020046574994921684,0.00029339999999999987,0.00171624825077421,3.9013288101136155e-07,-0.018892895938388218,102.44741034507751,85.81221151351929,188.25963854789734,2.25067129377976e-08,-6.519257789855404e-12
2.5423512927407126,0.0,1000.0,0.0,12,240000,24,0.022035909816622734,0.0002927999999999999,0.0022762116074576456,2.7404936722297187e-07,-0.020098346868714395,101.45801734924316,138.30568146705627,239.7637107372284,1.2588500908350397e-08,-7.45058008344568e-12
2.762000226033947,0.0,1000.0,0.0,13,260000,17,0.020489823073148727,0.0002921999999999999,0.0022481867972086837,1.945175769734389e-07,-0.017585938137421604,102.72174453735352,93.11606216430664,195.83782196044922,-7.247924482811641e-09,-1.845881364426205e-10
2.974794265957809,0.0,1000.0,0.0,14,280000,18,0.0201877374202013,0.0002915999999999999,0.002991052008812363,1.3521940611889042e-07,-0.018632450195397676,102.34337019920349,100.32143092155457,202.66481518745422,3.051757735406113e-09,-9.960494928851205e-11
3.125812098998458,0.0,1000.0,0.0,15,300000,15,0.021771114319562912,0.00029099999999999986,0.0034210876681464025,9.341679081471574e-08,-0.017089827723713855,101.86965227127075,85.5179455280304,187.38761711120605,6.103515470812226e-09,-1.0321381943567687e-10
